id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count
ENCE353,Introduction to Structural Analysis,Prerequisite: Permission of ENGR-Civil & Environmental Engineering department; and (MATH246 and ENES220).,202501,"Engineering, Civil",Undergrad,1,Mark Austin,40,40,0,0
ENCE411,Environmental Engineering Science,Prerequisite: ENCE205 and ENCE310; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Alba Torrents Capdevila,9,9,0,2
ENCE647,Slope Stability and Seepage,"Prerequisite: ENCE340.
Credit only granted for: ENCE489A, ENCE647, or ENCE688A.
Formerly: ENCE688A.",202501,"Engineering, Civil",Grad,1,Ahmet Aydilek,15,15,0,0
ENCE305,Fundamentals of Engineering Fluids,"Prerequisite: ENES220, PHYS260, and PHYS261; and permission of ENGR-Civil & Environmental Engineering department.
Credit only granted for: BIOE331, ENCE305, ENFP300, or ENME331.",202501,"Engineering, Civil",Undergrad,2,Kaye Brubaker; Guangbin Li,60,60,0,2
ENCE201,Engineering Information Processing,"Prerequisite: ENES220 and MATH241; and permission of ENGR-Civil & Environmental Engineering department.
Corequisite: MATH246.
Credit only granted for: ENCE201 or ENCE203.",202501,"Engineering, Civil",Undergrad,1,Mark Austin,70,70,0,1
ENCE325,Introduction to Construction Project Management,"Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in a major in ARCH-School of Architecture, Planning, & Preservation; or must be in the Construction Project Management minor. And permission of ENGR-Civil & Environmental Engineering department.
Credit only granted for: BMGT485, ENCE320, ENCE325, INST408O or INST453.",202501,"Engineering, Civil",Undergrad,1,Miroslaw Skibniewski,65,65,0,2
ENCE489,Special Problems in Civil Engineering,,202501,"Engineering, Civil",Undergrad,0,,0,0,0,5
ENCE688O,Advanced Topics in Civil Engineering,,202501,"Engineering, Civil",Grad,0,,0,0,0,0
ENCE431,Hydrologic Engineering,Prerequisite: ENCE305; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Kaye Brubaker,40,40,0,0
AGST605,Extension Research Methods with Applied Data Analysis,"Examine foundational qualitative and quantitative research methods in real-world social and behavioral settings for extension and outreach educators. This course enables you to distinguish, select and apply research methods to conduct social science research in a non-formal education setting. A variety of data analysis approaches will be examined across Extension and outreach education applications.",202501,Agricultural Science and Technology,Grad,1,Colby Silvert,24,24,0,0
AGST275,Fundamentals of Agricultural and Environmental Chemistry,"Prerequisite: Minimum grade of C- in CHEM131 and CHEM132; and minimum grade of C- in (PLSC110 and PLSC11) or (PLSC112 and PLSC113) or (BSCI160 and BSCI161) or (BSCI170 and BSCI171).
Restriction: Must not have completed CHEM104 or CHEM105; and must be in a major within the AGNR-College of Agriculture and Natural Resources; or permission of instructor.
Credit only granted for: AGST275 or PLSC275.
Formerly: PLSC275.",202501,Agricultural Science and Technology,Undergrad,1,Wendy Peer,36,36,0,0
AGST799,Master's Thesis Research,,202501,Agricultural Science and Technology,Grad,2,Colby Silvert; Melissa Welsh,10,10,0,0
AGST442,Examining Leadership in Youth and Volunteers,Explore fundamental leadership theories and practice related skills utilized in helping youth and adults build community relationships in a variety of teaching environments. Fundamentals of youth development will be the basis for examining how to foster positive learning environments for dynamic learning. The identification of empowerment processes will be explored through case-study discussions.,202501,Agricultural Science and Technology,Undergrad,1,Melissa Welsh,24,24,0,0
AGST400,Advanced Crop Science,"Prerequisite: PLSC112, PLSC113, BSCI160, BSCI161, and MATH113 or higher.
Recommended: ANSC101.
Credit only granted for: PLSC407 or AGST400.
Formerly: PLSC407.
Additional information: There will be two required Saturday field trips during the semester. Because of the changing nature of agriculture, the dates of these field trips will be decided upon at the beginning of the semester by discussion among the students and based on cooperators availability and environmental factors. Students will have a minimum of two weeks notice as to the dates of the field trips.",202501,Agricultural Science and Technology,Undergrad,1,William Phillips,15,15,0,0
AGST401,"Tractor and Equipment Operation, Safety and Maintenance","Prerequisite: PLSC112 and PLSC113; MATH113 or higher MATH course; and must have completed or be concurrently enrolled in AGST400.
Restriction: Must be in the Agricultural Science and Technology major (01010) with priority given to Agronomy students (0101A); and must have earned a minimum of 60 credits; and permission of the Department of Plant Sciences and Landscape Architecture.
Additional information: Course location will be the University of Maryland Wye Research & Education Center, Queenstown, Maryland. Because students will be working around machinery with moving parts, there is a strict dress code based on information from the United State Department of Agriculture Cooperative States Research, Education and Extension Service's Hazardous Occupations Safety Training for Agriculture (HOSTA), National Safe Tractor and Machinery Operation Program (NSTMOP) standards. [Contact instructor for more information].",202501,Agricultural Science and Technology,Undergrad,1,William Phillips,8,8,0,0
AGST499,Independent Studies in Agricultural Science and Technology,,202501,Agricultural Science and Technology,Undergrad,0,,0,0,0,0
AGST431,Bedding Plant Production,Prerequisite: PLSC201 & PLSC206 or permission of instructor.,202501,Agricultural Science and Technology,Undergrad,1,John Erwin,20,20,0,0
SURV899,Doctoral Dissertation Research,,202501,Survey and Data Science,Grad,0,,0,0,0,0
SURV636,Sampling II,"Prerequisite: SURV626 or equivalent.
Recommended: Some experience with the R statistical computing software. Repeatable to 1 credit.",202501,Survey and Data Science,Grad,1,Raphael Nishimura,15,15,0,0
SURV745,Practical Tools for Study Design and Inference,"Prerequisite: SURV615, SURV616, and SURV625; or permission of instructor.",202501,Survey and Data Science,Grad,1,Sunghee Lee,20,20,0,0
SURV616,Statistical Modeling and Machine Learning II,Prerequisite: SURV615.,202501,Survey and Data Science,Grad,2,Zeynep Suzer Gurtekin,35,35,0,1
SURV440,Sampling Theory,"Prerequisite: STAT401 or STAT420.
Credit only granted for: STAT440 or SURV440.",202501,Survey and Data Science,Undergrad,1,Trivellore Raghunathan,15,15,0,0
SURV400,Fundamentals of Survey and Data Science,"Prerequisite: STAT100; or permission of BSOS-Joint Program in Survey Methodology department.
Restriction: Course open to SURV certificate students, SURV Advanced Special Students, and SURV undergraduate minors. Graduate students from other departments may enroll with permission from the department.
Credit only granted for: SURV699M or SURV400.
Formerly: SURV699M.",202501,Survey and Data Science,Undergrad,1,Robyn Ferg,20,20,0,0
SURV752,Introduction to Data Visualization,"Prerequisite: Basic statistics understanding and bivariate linear regression.
Recommended: Experience in the use of statistical software package R.
Restriction: Permission of BSOS-Joint Program in Survey Methodology department.",202501,Survey and Data Science,Grad,1,Richard Tranmueller,15,15,0,0
SURV699,Special Topics in Survey Methodology; Readings in Survey Methodology,,202501,Survey and Data Science,Grad,4,Frauke Kreuter; Partha Lahiri; Brian Kim; Stanley Presser,40,40,0,0
SURV699X,Special Topics in Survey Methodology; Data Linkage,,202501,Survey and Data Science,Grad,1,Partha Lahiri,5,5,0,0
SURV772,Survey Design Seminar,"Credit only granted for: (SURV770 and SURV771) or SURV772.
Formerly: SURV770 and SURV771.",202501,Survey and Data Science,Grad,1,Katharine Abraham,10,10,0,0
SURV420,Theory and Methods of Statistics,"Prerequisite: 1 course with a minimum grade of C- from (SURV410, STAT410).
Cross-listed with: STAT420.
Credit only granted for: STAT420 or SURV420.",202501,Survey and Data Science,Undergrad,2,Jian Lun Xu; Joan Ren,60,60,0,0
SURV898,Pre-Candidacy Research,,202501,Survey and Data Science,Grad,0,,0,0,0,0
SURV702,Analysis of Complex Survey Data,"Prerequisite: One or more graduate courses in statistics covering techniques through OLS and logistic regression, a course in applied sampling methods.
Restriction: Permission of BSOS-Joint Program in Survey Methodology department.",202501,Survey and Data Science,Grad,1,Bernhard Zins,15,15,0,0
SURV630,Questionnaire Design and Evaluation,"Restriction: Must be in the Survey and Data Science Doctoral or Master's Program, or the Applied Political Analytics Master's Program; or permission of the Joint Program in Survey Methodology.
Credit only granted for: SURV430 and SURV630.",202501,Survey and Data Science,Grad,2,Christopher Antoun; Ting Yan,31,31,0,0
SURV735,Data Privacy and Data Confidentiality,"Prerequisite: Must have familiarity with the statistical software R; and must have completed a basic statistics course in regression modeling.
Restriction: Permission of BSOS-Joint Program in Survey Methodology department.",202501,Survey and Data Science,Grad,1,Joerg Drechsler,15,15,0,0
SURV631,Questionnaire Design,Restriction: Permission of BSOS-Joint Program in Survey Methodology department.,202501,Survey and Data Science,Grad,1,Gina Walejko,15,15,0,0
SURV430,Fundamentals of Questionnaire Design,"Restriction: Permission of BSOS-Joint Program in Survey Methodology department.
Credit only granted for: SURV430 or SURV630.",202501,Survey and Data Science,Undergrad,1,Christopher Antoun,25,25,0,0
SURV410,Introduction to Probability Theory,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH461, MATH341); and 1 course with a minimum grade of C- from (MATH340, MATH241).
Cross-listed with: STAT410.
Credit only granted for: STAT410 or SURV410.",202501,Survey and Data Science,Undergrad,5,Kyeongwon Lee; Anna Szczekutowicz; Yun Yang; Jonathan Fernandes; Hatice Sahinoglu,150,150,0,0
SURV742,Inference from Complex Surveys,Prerequisite: SURV440.,202501,Survey and Data Science,Grad,1,Robert Fay,20,20,0,0
SURV829,Doctoral Research Seminar in Survey Methodology,It runs concurrently with the University of Michigan course.,202501,Survey and Data Science,Grad,1,Sunghee Lee; Stanley Presser,10,10,0,0
SURV721,Total Survey Error and Data Quality II,"Prerequisite: SURV720.
Restriction: Permission of instructor.
Credit only granted for: (SURV720 and SURV721) or SURV723.
Formerly: SURV723.",202501,Survey and Data Science,Grad,1,Frauke Kreuter; Frederick Conrad,20,20,0,0
